Time(minutes) Node
360 255931131_255931128
360 255931126_255931128
360 255931133_255931131
360 255931128_255931131
360 255931134_255931133
360 255931131_255931133
360 255931136_255931135
360 255931139_255931136
360 255931135_255931136
360 255931141_255931139
360 255931136_255931139
360 255931143_255931141
360 255931139_255931141
360 255931144_255931143
360 255931145_255931144
360 256169567_256169561
360 256169561_256169562
360 256169562_256169563
360 256169563_256169564
360 256169564_256169565
360 256169565_256169566
360 32333961_256169566
360 256169560_256169567
360 256169805_256169806
360 256169806_256169807
360 256170069_256170070
360 256170071_256170072
360 256170072_256170073
360 256170073_256170074
360 256789408_256170076
360 59978674_256348437
360 127953691_256473865
360 32611556_256586722
360 257104718_257103730
360 258500009_257104711
360 257104716_257104715
360 257104715_257104716
360 257104718_257104716
360 257104716_257104718
360 31803594_257439972
360 257439974_257439972
360 257439972_257439974
360 257439976_257439974
360 257439974_257439976
360 257439977_257439976
360 257439976_257439977
360 251953476_257443360
360 32215273_257443361
360 257443361_257443363
360 34556054_257587596
360 31156344_257588275
360 31156669_257598973
360 61249761_257704697
360 258495257_258495256
360 258495256_258495257
360 258499976_258495257
360 258499951_258495858
360 257104711_258499951
360 258495858_258499951
360 258499974_258499973
360 258499973_258499974
360 258499975_258499974
360 258499974_258499975
360 258499976_258499975
360 258499975_258499976
360 258495257_258499976
360 257104711_258500009
360 258495858_258500009
360 255080560_259544748
360 255309067_259544759
360 32596174_259565809
360 26485612_259568212
360 29169086_259568213
360 32124419_259568223
360 32216722_259568982
360 32022070_259568988
360 32022067_259568989
360 27282397_260004732
360 32049218_260815106
360 32049216_260815108
360 254294606_260816774
360 260816775_260816774
360 260816774_260816775
360 26195346_260816775
360 29274122_260816782
360 29274122_260816784
360 260816785_260816784
360 260816784_260816785
360 31803611_260816785
360 29273158_260816790
360 29274143_260816791
360 32022021_260825737
360 32126015_260839863
360 32126029_260839863
360 252026009_260845767
360 252026021_260845809
360 32124437_260845811
360 260857614_260857662
360 248071073_261024111
360 261024114_261024112
360 59978671_261024114
360 261024118_261024116
360 261024119_261024118
360 248071074_261024119
360 261024121_261024119
360 261024111_261024121
360 31158719_261030665
360 190490777_261030665
360 190476534_261039205
360 252407265_261042466
360 31158820_261042513
360 34678021_261042514
360 31158824_261045353
360 91586371_261045358
360 34677999_261045414
360 31158821_261045415
360 91822999_261045423
360 34678003_261045424
360 170660851_261063162
360 34819781_261063283
360 30895883_261063285
360 27167176_261063317
360 261070713_261070711
360 261070711_261070713
360 261070715_261070713
360 261070713_261070715
360 261070717_261070715
360 261070720_261070717
360 261070707_261070727
360 261077906_261077902
360 255868188_261077903
360 261077903_261077904
360 261077904_261077905
360 261077905_261077906
360 261077902_261077907
360 255868187_261077909
360 261077909_261077910
360 261145106_261145107
360 38457253_261178634
360 34556056_261179172
360 261212797_261212794
360 261212800_261212797
360 261212804_261212803
360 261212839_261212837
360 261212850_261212846
360 261212865_261212863
360 34675203_261212883
360 34675206_261212885
360 31156352_261212911
360 31156699_261212913
360 31156547_261212959
360 34675208_261212962
360 34675214_261213009
360 34675233_261213016
360 175630597_261213090
360 31156482_261213095
360 34555061_261213357
360 34555068_261213361
360 261239243_261239257
360 31156349_261239291
360 31156352_261239304
360 31156359_261239359
360 31158756_261239406
360 38251387_261239409
360 254508191_261239409
361 181717181_181544192
